customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01277,Male,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.29,17.05,Yes
CUST-01278,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,90.81,6090.3,No
CUST-01279,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.84,471.18,No
CUST-01280,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.28,288.85,No
CUST-01281,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),98.49,403.28,No
CUST-01282,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),83.38,5982.79,No
CUST-01283,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.94,311.64,Yes
CUST-01284,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),69.97,3219.96,Yes
CUST-01285,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.67,1559.59,No
CUST-01286,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,78.14,544.97,Yes
CUST-01287,Female,0,Yes,No,17,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),60.44,1018.16,No
CUST-01288,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,95.72,100.35,Yes
CUST-01289,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.49,141.95,Yes
CUST-01290,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,55.49,445.76,No
CUST-01291,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.1,201.92,No
CUST-01292,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.69,136.52,No
CUST-01293,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.56,792.34,No
CUST-01294,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),79.46,1591.4,No
CUST-01295,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.9,43.3,No
CUST-01296,Female,0,No,No,15,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.36,942.92,Yes
CUST-01297,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,86.68,1377.5,No
CUST-01298,Male,1,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,57.76,693.53,No
CUST-01299,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),78.04,615.94,No
CUST-01300,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.93,466.81,Yes
CUST-01301,Male,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.29,13.09,No
CUST-01302,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.01,540.65,No
CUST-01303,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.03,262.66,Yes
CUST-01304,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,97.92,2461.02,No
CUST-01305,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.43,1733.01,No
CUST-01306,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.64,1213.36,No
CUST-01307,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.17,671.87,No
CUST-01308,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,73.76,5324.42,No
CUST-01309,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.99,1792.56,No
CUST-01310,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.59,291.06,Yes
CUST-01311,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,17.42,1261.19,No
CUST-01312,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.52,83.94,No
CUST-01313,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.05,22.58,No
CUST-01314,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.63,66.58,Yes
CUST-01315,Female,0,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,72.05,1152.68,Yes
CUST-01316,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,82.1,1964.3,No
CUST-01317,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.82,737.25,No
CUST-01318,Female,1,No,Yes,8,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,58.54,469.76,No
CUST-01319,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.59,923.27,No
CUST-01320,Male,0,No,Yes,72,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,60.2,4316.0,No
CUST-01321,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),95.82,4119.96,No
CUST-01322,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.38,133.25,Yes
CUST-01323,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.81,188.86,Yes
CUST-01324,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.53,664.65,No
CUST-01325,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),85.51,1813.71,No
CUST-01326,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,48.48,34.12,Yes
CUST-01327,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.68,3573.37,No
CUST-01328,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.46,141.51,No
CUST-01329,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.52,163.78,No
CUST-01330,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.86,23.25,No
CUST-01331,Female,0,No,Yes,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,69.82,2924.53,No
CUST-01332,Female,0,No,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,67.77,3856.73,No
CUST-01333,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.07,106.55,No
CUST-01334,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,57.67,4142.61,No
CUST-01335,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.32,442.79,No
CUST-01336,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.51,186.27,No
CUST-01337,Male,0,Yes,Yes,69,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),42.7,2967.62,No
CUST-01338,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.25,1171.08,No
CUST-01339,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.95,1089.22,Yes
CUST-01340,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.4,87.15,Yes
CUST-01341,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.01,2590.63,No
CUST-01342,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.37,1969.34,No
CUST-01343,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,49.61,3574.78,No
CUST-01344,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.42,403.93,No
CUST-01345,Male,1,No,No,39,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),54.35,2115.06,No
CUST-01346,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.66,188.93,No
CUST-01347,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.04,1775.18,Yes
CUST-01348,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.63,1189.61,No
CUST-01349,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.23,898.04,Yes
CUST-01350,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),62.54,175.14,No
CUST-01351,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.51,1828.6,No
CUST-01352,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,84.74,56.56,No
CUST-01353,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.86,292.09,Yes
CUST-01354,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),68.98,551.11,No
CUST-01355,Female,1,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.63,4080.6,No
CUST-01356,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,90.5,1625.14,No
CUST-01357,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),75.01,608.23,No
CUST-01358,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.22,108.5,Yes
CUST-01359,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,80.18,5775.91,No
CUST-01360,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.39,688.92,No
CUST-01361,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,66.08,60.62,No
CUST-01362,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,79.03,867.01,No
CUST-01363,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.25,489.63,Yes
CUST-01364,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,83.7,1170.7,No
CUST-01365,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.12,1939.8,No
CUST-01366,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.13,145.67,Yes
CUST-01367,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.01,591.62,No
CUST-01368,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),46.85,1996.92,No
CUST-01369,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),89.43,6451.54,No
CUST-01370,Female,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,94.6,3691.99,No
CUST-01371,Male,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.84,1629.2,No
CUST-01372,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.72,445.14,No
CUST-01373,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.48,276.07,Yes
CUST-01374,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.91,463.32,No
CUST-01375,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,60.63,237.19,Yes
CUST-01376,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.38,204.71,Yes
CUST-01377,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),90.8,999.13,No
CUST-01378,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),68.7,1158.73,Yes
CUST-01379,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,88.11,6342.22,No
CUST-01380,Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.55,767.09,Yes
CUST-01381,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.54,51.85,No
CUST-01382,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,3199.02,No
CUST-01383,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.5,221.74,No
CUST-01384,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,88.95,1777.33,No
CUST-01385,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,74.93,69.23,No
CUST-01386,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),15.76,303.48,No
CUST-01387,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,49.4,445.93,No
CUST-01388,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.3,83.32,No
CUST-01389,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,83.85,2513.46,No
CUST-01390,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.04,42.97,Yes
CUST-01391,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),92.53,3144.28,No
CUST-01392,Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.88,937.2,Yes
CUST-01393,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.13,1117.13,Yes
CUST-01394,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.74,29.58,No
CUST-01395,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,14.14,83.0,No
CUST-01396,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),92.18,274.42,Yes
CUST-01397,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.92,101.47,Yes
CUST-01398,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,64.3,2380.09,No
CUST-01399,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.6,1098.79,No
CUST-01400,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.6,805.97,No
CUST-01401,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.08,269.1,No
CUST-01402,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.87,1025.46,Yes
CUST-01403,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.49,5763.59,No
CUST-01404,Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,73.4,437.33,No
CUST-01405,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,85.65,774.19,No
CUST-01406,Female,0,No,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,65.97,578.01,No
CUST-01407,Female,1,Yes,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,63.45,4048.43,No
CUST-01408,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.66,341.89,No
CUST-01409,Male,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.3,2602.4,No
CUST-01410,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.92,65.9,Yes
CUST-01411,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.76,981.86,Yes
CUST-01412,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,87.19,4283.34,No
CUST-01413,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.09,199.43,No
CUST-01414,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.84,1985.81,No
CUST-01415,Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.06,294.19,Yes
CUST-01416,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,61.08,4393.51,No
CUST-01417,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,52.9,1696.09,No
CUST-01418,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,76.6,5513.57,No
CUST-01419,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.6,90.65,No
CUST-01420,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,71.19,1489.24,No
CUST-01421,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.45,375.05,No
CUST-01422,Male,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.07,1538.19,No
CUST-01423,Male,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),11.37,809.4,No
CUST-01424,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,67.2,3897.0,No
CUST-01425,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),50.81,91.58,Yes
CUST-01426,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.74,1246.24,No
CUST-01427,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,88.18,6332.62,No
CUST-01428,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.49,125.97,Yes
CUST-01429,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,82.56,89.9,Yes
CUST-01430,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.09,268.23,No
CUST-01431,Male,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.87,307.54,No
CUST-01432,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),92.73,3062.69,No
CUST-01433,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.93,2408.94,No
CUST-01434,Female,0,Yes,No,72,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,62.1,4467.85,No
CUST-01435,Female,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),79.95,91.15,No
CUST-01436,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),56.98,1094.18,No
CUST-01437,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.74,1943.95,No
CUST-01438,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.72,539.34,No
CUST-01439,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,75.92,829.48,No
CUST-01440,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.4,174.25,Yes
CUST-01441,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.2,953.81,Yes
CUST-01442,Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.74,1115.61,Yes
CUST-01443,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.06,1204.64,No
CUST-01444,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.81,484.63,Yes
CUST-01445,Male,0,No,Yes,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),76.7,70.55,No
CUST-01446,Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.08,593.28,Yes
CUST-01447,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.24,484.38,Yes
CUST-01448,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.27,987.91,No
CUST-01449,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,78.33,1975.26,No
CUST-01450,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.89,700.12,Yes
CUST-01451,Female,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.6,64.34,Yes
CUST-01452,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,62.78,196.82,Yes
CUST-01453,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.74,5467.96,No
CUST-01454,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.01,135.44,Yes
